,Unnamed: 0_x,sex,row_number,liters_drunk,age_kid,age_adult,age_old,drink,check_number,label,Unnamed: 0_y,session_start,morning,day,evening
4822,5769,1,100.0,3,0,1,0,0,2310,0,2321,07:00:00.000,Morning session,NaN,NaN
4823,5770,1,24.0,4,1,0,0,0,6386,1,8879,21:00:00.000,NaN,NaN,Evening session
4824,5771,0,98.0,2,0,1,0,0,4746,1,2018,21:00:00.000,NaN,NaN,Evening session
4825,5772,Не указан,2.0,0,0,0,1,1,1092,1,6630,07:30:00.000,Morning session,NaN,NaN
4826,5773,1,37.0,5,0,1,0,0,6010,0,991,15:00:00.000,NaN,Day session,NaN
4827,5774,Не указан,61.0,1,0,0,1,1,2645,1,4076,07:00:00.000,Morning session,NaN,NaN
4828,5775,0,17.0,1,0,0,1,0,3280,0,7097,22:30:00.000,NaN,NaN,Evening session
4829,5776,1,27.0,5,0,0,1,1,4160,0,780,22:30:00.000,NaN,NaN,Evening session
4830,5777,0,53.0,0,1,0,0,0,186,0,2074,22:15:00.000,NaN,NaN,Evening session
4831,5778,0,45.0,0,0,0,1,1,3190,0,1338,06:00:00.000,Morning session,NaN,NaN
4832,5779,1,19.0,4,0,0,1,0,682,1,8460,22:15:00.000,NaN,NaN,Evening session
4833,5780,0,75.0,4,0,1,0,1,969,1,2621,15:30:00.000,NaN,Day session,NaN
4834,5782,0,87.0,2,0,0,1,1,3891,0,2548,14:15:00.000,NaN,Day session,NaN
4835,5784,1,31.0,2,0,1,0,1,5137,1,7765,06:15:00.000,Morning session,NaN,NaN
4836,5786,0,30.0,2,0,1,0,1,7253,0,1057,07:00:00.000,Morning session,NaN,NaN
4837,5787,1,82.0,3,0,1,0,0,1952,0,5286,22:30:00.000,NaN,NaN,Evening session
4838,5788,1,91.0,4,0,0,1,1,703,1,5502,14:00:00.000,NaN,Day session,NaN
4839,5789,0,43.0,5,0,0,1,1,2597,1,2714,07:30:00.000,Morning session,NaN,NaN
4840,5790,0,58.0,1,1,0,0,0,3268,0,7155,15:30:00.000,NaN,Day session,NaN
4841,5791,Не указан,32.0,5,0,1,0,0,1913,1,442,14:00:00.000,NaN,Day session,NaN
4842,5794,0,31.0,2,0,0,1,0,7116,0,1412,08:42:00.000,Morning session,NaN,NaN
4843,5795,1,37.0,3,0,0,1,0,2906,0,4784,14:15:00.000,NaN,Day session,NaN
4844,5797,0,64.0,1,0,0,1,1,8055,1,1591,06:00:00.000,Morning session,NaN,NaN
4845,5799,1,71.0,3,0,0,1,0,9149,1,3077,22:30:00.000,NaN,NaN,Evening session
4846,5800,0,8.0,5,0,0,1,1,6612,0,477,23:42:00.000,NaN,NaN,Evening session
4847,5801,0,9.0,4,0,1,0,1,581,1,5341,06:00:00.000,Morning session,NaN,NaN
4848,5803,1,87.0,2,0,1,0,1,7515,0,1019,22:15:00.000,NaN,NaN,Evening session
4849,5804,1,49.0,2,0,0,1,0,7172,0,8453,06:00:00.000,Morning session,NaN,NaN
4850,5806,1,65.0,2,1,0,0,0,7003,1,1981,15:00:00.000,NaN,Day session,NaN
4851,5807,0,100.0,2,0,1,0,1,8393,0,7878,15:34:00.000,NaN,Day session,NaN
4852,5808,Не указан,21.0,2,0,1,0,1,7329,0,3025,21:00:00.000,NaN,NaN,Evening session
4853,5809,1,71.0,2,0,0,1,1,4842,1,4214,21:00:00.000,NaN,NaN,Evening session
4854,5810,1,36.0,2,0,1,0,0,9426,1,1605,23:42:00.000,NaN,NaN,Evening session
4855,5812,0,72.0,3,0,0,1,1,6125,0,764,23:42:00.000,NaN,NaN,Evening session
4856,5813,0,39.0,5,0,1,0,0,2396,0,8633,15:34:00.000,NaN,Day session,NaN
4857,5814,0,44.0,4,0,0,1,1,9402,1,8697,22:30:00.000,NaN,NaN,Evening session
4858,5815,1,83.0,1,0,1,0,1,4210,0,1136,21:00:00.000,NaN,NaN,Evening session
4859,5816,1,33.0,5,0,0,1,0,5735,0,7431,23:42:00.000,NaN,NaN,Evening session
4860,5817,0,33.0,0,0,0,1,1,244,0,5273,23:42:00.000,NaN,NaN,Evening session
4861,5818,Не указан,100.0,2,1,0,0,0,3846,0,5043,15:34:00.000,NaN,Day session,NaN
4862,5819,0,45.0,4,0,0,1,1,5619,1,498,21:00:00.000,NaN,NaN,Evening session
4863,5821,0,100.0,2,0,1,0,1,9036,0,4383,14:00:00.000,NaN,Day session,NaN
4864,5824,Не указан,78.0,2,0,1,0,0,2839,1,1674,06:15:00.000,Morning session,NaN,NaN
4865,5825,Не указан,58.0,0,0,1,0,0,2300,1,4592,14:15:00.000,NaN,Day session,NaN
4866,5827,1,13.0,2,0,1,0,1,3714,1,2451,15:00:00.000,NaN,Day session,NaN
4867,5828,1,42.0,1,0,1,0,1,7163,0,4322,23:42:00.000,NaN,NaN,Evening session
4868,5829,1,61.0,0,0,0,1,1,9009,0,2133,06:15:00.000,Morning session,NaN,NaN
4869,5830,Не указан,2.0,5,0,0,1,0,8341,1,4430,06:00:00.000,Morning session,NaN,NaN
4870,5831,Не указан,36.0,5,0,0,1,0,432,0,9129,15:34:00.000,NaN,Day session,NaN
4871,5833,0,65.0,0,1,0,0,0,2943,1,372,07:00:00.000,Morning session,NaN,NaN
4872,5834,1,99.0,2,0,0,1,1,475,0,4574,21:00:00.000,NaN,NaN,Evening session
4873,5836,1,96.0,5,0,1,0,0,8565,1,4277,21:00:00.000,NaN,NaN,Evening session
4874,5838,1,44.0,5,0,0,1,0,7006,0,5581,07:30:00.000,Morning session,NaN,NaN
4875,5839,0,15.0,5,0,1,0,0,3506,0,1090,08:42:00.000,Morning session,NaN,NaN
4876,5840,1,12.0,0,0,0,1,1,1064,1,7158,15:00:00.000,NaN,Day session,NaN
4877,5841,1,56.0,5,1,0,0,0,4797,1,887,23:42:00.000,NaN,NaN,Evening session
4878,5842,Не указан,49.0,1,0,0,1,1,476,0,4168,06:00:00.000,Morning session,NaN,NaN
4879,5843,0,48.0,4,0,1,0,1,8650,1,4691,15:00:00.000,NaN,Day session,NaN
4880,5844,1,100.0,1,0,1,0,0,6554,0,4480,14:15:00.000,NaN,Day session,NaN
4881,5845,0,74.0,5,1,0,0,0,4543,1,7186,22:15:00.000,NaN,NaN,Evening session
4882,5846,0,26.0,3,0,0,1,1,2899,1,7602,08:42:00.000,Morning session,NaN,NaN
4883,5847,1,48.0,2,0,0,1,1,4096,0,1124,23:42:00.000,NaN,NaN,Evening session
4884,5848,Не указан,88.0,5,0,0,1,0,420,0,7569,21:00:00.000,NaN,NaN,Evening session
4885,5849,0,11.0,0,0,1,0,0,7524,0,7594,22:15:00.000,NaN,NaN,Evening session
4886,5850,1,32.0,1,1,0,0,0,2710,0,7272,07:00:00.000,Morning session,NaN,NaN
4887,5851,1,95.0,5,0,1,0,1,4285,1,9333,07:30:00.000,Morning session,NaN,NaN
4888,5852,1,73.0,0,1,0,0,0,3168,0,5079,21:00:00.000,NaN,NaN,Evening session
4889,5853,0,65.0,3,1,0,0,0,7413,1,5589,14:00:00.000,NaN,Day session,NaN
4890,5854,0,49.0,3,0,1,0,1,1372,0,7856,23:42:00.000,NaN,NaN,Evening session
4891,5856,Не указан,86.0,1,0,0,1,1,9008,0,9217,14:15:00.000,NaN,Day session,NaN
4892,5857,0,36.0,1,0,1,0,1,8059,1,6704,07:30:00.000,Morning session,NaN,NaN
4893,5858,Не указан,67.0,1,0,0,1,0,8908,1,1581,21:00:00.000,NaN,NaN,Evening session
4894,5859,0,49.0,3,0,0,1,1,2674,1,32,22:30:00.000,NaN,NaN,Evening session
4895,5861,Не указан,99.0,0,0,1,0,0,6586,1,7776,15:00:00.000,NaN,Day session,NaN
4896,5862,1,95.0,5,0,1,0,0,3366,1,2094,22:15:00.000,NaN,NaN,Evening session
4897,5863,0,31.0,2,0,0,1,1,6339,0,450,21:00:00.000,NaN,NaN,Evening session
4898,5864,1,91.0,5,0,1,0,0,5369,1,7406,07:00:00.000,Morning session,NaN,NaN
4899,5865,0,83.0,0,0,0,1,0,1145,1,5218,06:00:00.000,Morning session,NaN,NaN
4900,5866,1,52.0,2,0,0,1,0,3019,0,2190,06:15:00.000,Morning session,NaN,NaN
4901,5867,Не указан,4.0,0,0,0,1,1,6402,1,790,15:00:00.000,NaN,Day session,NaN
4902,5869,1,27.0,2,0,0,1,1,2910,0,1852,22:30:00.000,NaN,NaN,Evening session
4903,5871,Не указан,66.0,5,0,1,0,1,3538,1,7618,23:42:00.000,NaN,NaN,Evening session
4904,5872,1,73.0,3,0,0,1,1,1457,1,3764,14:15:00.000,NaN,Day session,NaN
4905,5873,0,14.0,2,0,1,0,1,7890,0,4211,23:42:00.000,NaN,NaN,Evening session
4906,5874,1,2.0,0,0,0,1,0,1062,1,8431,14:00:00.000,NaN,Day session,NaN
4907,5875,Не указан,82.0,0,0,1,0,1,5857,1,8651,07:00:00.000,Morning session,NaN,NaN
4908,5876,1,50.0,0,0,0,1,1,5790,0,123,21:00:00.000,NaN,NaN,Evening session
4909,5877,1,69.0,2,0,0,1,0,4150,0,5922,15:34:00.000,NaN,Day session,NaN
4910,5878,1,26.0,4,0,1,0,0,2436,1,7555,15:30:00.000,NaN,Day session,NaN
4911,5879,1,20.0,2,0,0,1,0,8188,0,8701,14:00:00.000,NaN,Day session,NaN
4912,5881,1,96.0,1,0,0,1,1,5400,1,7613,22:15:00.000,NaN,NaN,Evening session
4913,5882,1,33.0,4,0,0,1,1,3358,0,9394,07:30:00.000,Morning session,NaN,NaN
4914,5883,1,30.0,3,0,0,1,1,6986,0,6187,15:34:00.000,NaN,Day session,NaN
4915,5884,0,63.0,3,0,1,0,0,299,1,1140,15:34:00.000,NaN,Day session,NaN
4916,5885,1,85.0,1,0,1,0,0,8842,0,3821,06:00:00.000,Morning session,NaN,NaN
4917,5886,0,73.0,1,0,1,0,0,3120,1,7027,15:34:00.000,NaN,Day session,NaN
4918,5887,1,100.0,4,0,0,1,0,425,1,5696,21:00:00.000,NaN,NaN,Evening session
4919,5888,1,20.0,1,0,0,1,0,5147,0,4883,14:00:00.000,NaN,Day session,NaN
4920,5889,1,67.0,2,0,1,0,1,2954,1,8899,07:00:00.000,Morning session,NaN,NaN
4921,5890,1,77.0,5,0,0,1,0,309,0,4127,23:42:00.000,NaN,NaN,Evening session
4922,5891,1,90.0,5,0,0,1,0,2283,1,804,23:42:00.000,NaN,NaN,Evening session
4923,5893,0,100.0,0,0,0,1,0,2066,0,1772,14:00:00.000,NaN,Day session,NaN
4924,5894,1,49.0,0,0,0,1,0,5439,1,2931,15:34:00.000,NaN,Day session,NaN
4925,5895,1,69.0,3,0,1,0,0,647,1,8688,14:15:00.000,NaN,Day session,NaN
4926,5896,1,100.0,0,0,0,1,1,5959,1,4140,06:00:00.000,Morning session,NaN,NaN
4927,5897,1,21.0,5,0,1,0,0,5360,1,3678,21:00:00.000,NaN,NaN,Evening session
4928,5898,0,100.0,2,0,0,1,1,6515,1,7464,15:34:00.000,NaN,Day session,NaN
4929,5899,0,45.0,3,0,1,0,0,273,1,8424,08:42:00.000,Morning session,NaN,NaN
4930,5900,1,33.0,4,0,0,1,1,84,0,3754,06:00:00.000,Morning session,NaN,NaN
4931,5902,1,17.0,2,0,0,1,0,8836,1,7056,15:00:00.000,NaN,Day session,NaN
4932,5903,0,95.0,5,0,0,1,1,6482,1,5183,23:42:00.000,NaN,NaN,Evening session
4933,5905,0,38.0,0,0,0,1,1,2130,0,8112,21:00:00.000,NaN,NaN,Evening session
4934,5906,1,90.0,0,0,0,1,1,879,0,8180,14:15:00.000,NaN,Day session,NaN
4935,5907,Не указан,67.0,5,0,0,1,0,7841,1,5633,21:00:00.000,NaN,NaN,Evening session
4936,5908,Не указан,44.0,3,1,0,0,0,3594,0,9027,23:42:00.000,NaN,NaN,Evening session
4937,5910,Не указан,30.0,3,0,0,1,1,9562,1,3408,21:00:00.000,NaN,NaN,Evening session
4938,5911,1,52.0,4,0,1,0,0,1410,0,2942,22:15:00.000,NaN,NaN,Evening session
4939,5912,0,41.0,5,0,1,0,0,5587,1,3172,15:00:00.000,NaN,Day session,NaN
4940,5913,Не указан,50.0,4,0,1,0,0,3874,1,8249,08:42:00.000,Morning session,NaN,NaN
4941,5914,1,19.0,0,0,0,1,0,8602,1,2941,06:15:00.000,Morning session,NaN,NaN
4942,5915,1,61.0,3,0,0,1,1,8274,0,7577,07:30:00.000,Morning session,NaN,NaN
4943,5916,1,38.0,2,0,0,1,1,6736,0,4260,21:00:00.000,NaN,NaN,Evening session
4944,5917,1,40.0,4,0,1,0,0,1524,1,1474,06:15:00.000,Morning session,NaN,NaN
4945,5918,0,15.0,1,0,0,1,0,1019,1,9925,08:42:00.000,Morning session,NaN,NaN
4946,5919,0,58.0,2,0,1,0,1,9012,1,2008,21:00:00.000,NaN,NaN,Evening session
4947,5921,0,100.0,0,0,0,1,0,3780,1,5977,15:00:00.000,NaN,Day session,NaN
4948,5922,0,35.0,0,0,1,0,1,7904,0,7799,22:15:00.000,NaN,NaN,Evening session
4949,5923,0,2.0,2,0,1,0,0,8938,1,3419,15:30:00.000,NaN,Day session,NaN
4950,5924,1,69.0,0,0,1,0,1,5027,0,2950,22:30:00.000,NaN,NaN,Evening session
4951,5927,0,74.0,0,1,0,0,0,5047,1,6363,14:00:00.000,NaN,Day session,NaN
4952,5928,Не указан,56.0,2,0,0,1,1,2157,1,412,15:30:00.000,NaN,Day session,NaN
4953,5930,1,50.0,3,1,0,0,0,8545,1,8859,06:00:00.000,Morning session,NaN,NaN
4954,5932,0,11.0,0,0,0,1,0,7053,1,4050,08:42:00.000,Morning session,NaN,NaN
4955,5933,1,100.0,0,0,0,1,1,9466,1,5889,21:00:00.000,NaN,NaN,Evening session
4956,5934,Не указан,54.0,0,0,1,0,1,2160,0,4789,21:00:00.000,NaN,NaN,Evening session
4957,5935,0,67.0,3,0,1,0,0,3773,1,5171,06:00:00.000,Morning session,NaN,NaN
4958,5936,1,69.0,1,0,0,1,1,4498,1,2830,23:42:00.000,NaN,NaN,Evening session
4959,5938,1,87.0,3,0,1,0,0,6839,0,3232,15:00:00.000,NaN,Day session,NaN
4960,5939,Не указан,58.0,2,0,0,1,0,4090,0,5081,21:00:00.000,NaN,NaN,Evening session
4961,5940,1,97.0,4,0,1,0,0,4372,1,4360,06:15:00.000,Morning session,NaN,NaN
4962,5941,0,77.0,1,0,0,1,0,4173,0,8732,07:30:00.000,Morning session,NaN,NaN
4963,5942,Не указан,44.0,2,0,0,1,1,2003,1,4390,14:15:00.000,NaN,Day session,NaN
4964,5943,1,68.0,1,0,1,0,1,2951,1,408,21:00:00.000,NaN,NaN,Evening session
4965,5944,0,36.0,0,0,0,1,1,5746,0,5647,21:00:00.000,NaN,NaN,Evening session
4966,5945,0,70.0,5,0,1,0,1,8400,1,9711,23:42:00.000,NaN,NaN,Evening session
4967,5947,1,26.0,5,0,1,0,0,1587,1,5388,14:00:00.000,NaN,Day session,NaN
4968,5948,1,93.0,0,0,1,0,0,2737,0,1235,14:15:00.000,NaN,Day session,NaN
4969,5949,0,22.0,2,0,0,1,1,8817,1,681,14:15:00.000,NaN,Day session,NaN
4970,5950,1,55.0,3,0,0,1,0,3364,1,886,06:00:00.000,Morning session,NaN,NaN
4971,5951,1,12.0,2,0,1,0,1,1102,1,3400,15:00:00.000,NaN,Day session,NaN
4972,5954,1,87.0,1,0,1,0,0,3194,1,8043,08:42:00.000,Morning session,NaN,NaN
4973,5955,0,24.0,0,0,0,1,0,4969,1,1759,21:00:00.000,NaN,NaN,Evening session
4974,5957,Не указан,45.0,3,0,0,1,0,3740,0,8792,15:00:00.000,NaN,Day session,NaN
4975,5958,0,65.0,1,0,0,1,0,8394,1,9458,22:30:00.000,NaN,NaN,Evening session
4976,5959,Не указан,99.0,5,0,0,1,0,1993,1,9651,14:00:00.000,NaN,Day session,NaN
4977,5961,1,16.0,2,0,0,1,1,5018,0,6241,23:42:00.000,NaN,NaN,Evening session
4978,5962,0,15.0,2,0,1,0,0,934,1,7532,15:34:00.000,NaN,Day session,NaN
4979,5963,0,12.0,4,0,1,0,1,7686,1,2172,21:00:00.000,NaN,NaN,Evening session
4980,5964,1,100.0,1,0,1,0,0,9017,1,6083,22:15:00.000,NaN,NaN,Evening session
4981,5965,0,86.0,5,0,0,1,1,7691,0,9713,21:00:00.000,NaN,NaN,Evening session
4982,5966,0,78.0,1,0,1,0,0,6632,0,691,22:15:00.000,NaN,NaN,Evening session
4983,5967,1,69.0,3,0,0,1,1,1632,1,4607,22:15:00.000,NaN,NaN,Evening session
4984,5969,1,87.0,2,0,1,0,0,9548,0,2024,15:30:00.000,NaN,Day session,NaN
4985,5970,1,62.0,2,0,0,1,0,7697,0,4859,07:30:00.000,Morning session,NaN,NaN
4986,5971,0,54.0,2,0,1,0,0,9532,1,3903,06:00:00.000,Morning session,NaN,NaN
4987,5972,1,55.0,2,1,0,0,0,3373,1,4744,15:00:00.000,NaN,Day session,NaN
4988,5973,0,2.0,5,0,1,0,1,7001,1,8125,15:34:00.000,NaN,Day session,NaN
4989,5974,0,94.0,3,0,0,1,1,5523,1,693,08:42:00.000,Morning session,NaN,NaN
4990,5975,0,100.0,2,0,0,1,1,9792,0,9234,14:15:00.000,NaN,Day session,NaN
4991,5976,Не указан,30.0,2,0,0,1,1,187,1,9704,14:15:00.000,NaN,Day session,NaN
4992,5977,1,56.0,2,0,0,1,0,8140,0,8143,06:00:00.000,Morning session,NaN,NaN
4993,5978,1,30.0,4,0,1,0,1,8470,1,6900,08:42:00.000,Morning session,NaN,NaN
4994,5979,1,49.0,4,0,0,1,0,8467,1,6205,14:15:00.000,NaN,Day session,NaN
4995,5980,0,41.0,0,0,1,0,1,5995,1,1208,14:00:00.000,NaN,Day session,NaN
4996,5981,1,76.0,0,0,1,0,0,7511,0,9290,14:15:00.000,NaN,Day session,NaN
4997,5982,Не указан,100.0,2,0,0,1,0,9458,0,4459,15:00:00.000,NaN,Day session,NaN
4998,5983,Не указан,84.0,5,0,0,1,1,4871,0,8954,14:15:00.000,NaN,Day session,NaN
4999,5984,1,59.0,1,0,0,1,1,8792,0,5223,06:00:00.000,Morning session,NaN,NaN
5000,5985,0,100.0,1,0,0,1,0,8126,1,2974,07:30:00.000,Morning session,NaN,NaN
5001,5986,0,88.0,5,0,1,0,1,1565,1,3295,07:00:00.000,Morning session,NaN,NaN
5002,5988,0,61.0,1,0,1,0,0,8747,1,5966,22:15:00.000,NaN,NaN,Evening session
5003,5989,1,32.0,3,0,1,0,1,5681,0,7445,15:30:00.000,NaN,Day session,NaN
5004,5990,0,3.0,2,0,1,0,1,211,0,2521,15:00:00.000,NaN,Day session,NaN
5005,5992,1,61.0,3,0,0,1,1,9397,0,5518,15:34:00.000,NaN,Day session,NaN
5006,5993,0,64.0,4,0,1,0,1,6118,1,3857,08:42:00.000,Morning session,NaN,NaN
5007,5994,0,15.0,2,0,0,1,1,3852,1,1211,08:42:00.000,Morning session,NaN,NaN
5008,5995,Не указан,65.0,1,0,1,0,0,2440,1,9100,21:00:00.000,NaN,NaN,Evening session
5009,5996,Не указан,28.0,2,0,0,1,0,8301,0,7051,21:00:00.000,NaN,NaN,Evening session
5010,5997,0,26.0,0,0,1,0,1,7559,1,7311,07:00:00.000,Morning session,NaN,NaN
5011,5998,1,100.0,1,0,0,1,0,2322,0,6109,07:00:00.000,Morning session,NaN,NaN
5012,5999,1,54.0,3,0,1,0,1,3984,0,9224,06:15:00.000,Morning session,NaN,NaN
5013,6000,1,47.0,3,0,1,0,1,3972,1,7635,06:15:00.000,Morning session,NaN,NaN
5014,6001,1,19.0,2,0,1,0,0,4279,0,6460,07:30:00.000,Morning session,NaN,NaN
5015,6002,1,76.0,0,1,0,0,0,8135,1,7742,14:15:00.000,NaN,Day session,NaN
5016,6003,0,20.0,5,0,1,0,0,2598,0,2379,22:30:00.000,NaN,NaN,Evening session
5017,6005,Не указан,98.0,2,0,1,0,1,6432,0,2317,22:30:00.000,NaN,NaN,Evening session
5018,6007,1,36.0,4,0,1,0,0,7775,0,2763,15:00:00.000,NaN,Day session,NaN
5019,6008,1,61.0,3,0,1,0,0,2759,1,9049,15:00:00.000,NaN,Day session,NaN
5020,6009,0,55.0,2,0,1,0,1,516,1,3600,06:15:00.000,Morning session,NaN,NaN
5021,6010,0,89.0,2,0,1,0,1,6546,0,6870,21:00:00.000,NaN,NaN,Evening session
5022,6011,Не указан,6.0,3,0,0,1,1,5473,1,915,14:00:00.000,NaN,Day session,NaN
5023,6012,Не указан,3.0,2,0,1,0,1,1734,0,3001,07:00:00.000,Morning session,NaN,NaN
5024,6013,0,99.0,5,0,0,1,1,6044,1,2700,22:15:00.000,NaN,NaN,Evening session
5025,6014,1,74.0,3,0,1,0,1,9097,1,395,07:00:00.000,Morning session,NaN,NaN
5026,6015,1,3.0,5,0,1,0,1,9371,1,3236,21:00:00.000,NaN,NaN,Evening session
5027,6016,1,29.0,1,0,0,1,1,6363,1,7201,22:30:00.000,NaN,NaN,Evening session
5028,6018,0,79.0,3,0,0,1,1,8948,1,4458,15:00:00.000,NaN,Day session,NaN
5029,6019,0,39.0,4,0,1,0,1,9162,1,7989,15:00:00.000,NaN,Day session,NaN
5030,6021,0,58.0,2,0,1,0,1,7812,1,9381,06:00:00.000,Morning session,NaN,NaN
5031,6022,Не указан,94.0,5,1,0,0,0,199,1,7396,22:30:00.000,NaN,NaN,Evening session
5032,6023,0,76.0,5,0,0,1,1,9398,1,2772,22:30:00.000,NaN,NaN,Evening session
5033,6024,0,97.0,3,0,1,0,1,5096,0,9097,22:30:00.000,NaN,NaN,Evening session
5034,6025,1,19.0,0,0,0,1,1,5487,0,3139,21:00:00.000,NaN,NaN,Evening session
5035,6026,1,100.0,5,0,0,1,0,7928,0,5217,23:42:00.000,NaN,NaN,Evening session
5036,6028,0,26.0,4,0,1,0,0,6141,1,3186,08:42:00.000,Morning session,NaN,NaN
5037,6029,Не указан,36.0,5,0,1,0,0,6207,1,6650,15:00:00.000,NaN,Day session,NaN
5038,6030,1,41.0,1,1,0,0,0,7744,1,2854,14:00:00.000,NaN,Day session,NaN
5039,6031,1,31.0,2,1,0,0,0,5693,1,5725,15:30:00.000,NaN,Day session,NaN
5040,6032,Не указан,38.0,4,0,1,0,0,7110,0,9411,08:42:00.000,Morning session,NaN,NaN
5041,6033,0,89.0,2,0,0,1,0,1313,0,4036,22:15:00.000,NaN,NaN,Evening session
5042,6036,Не указан,51.0,2,0,0,1,1,595,1,1598,15:00:00.000,NaN,Day session,NaN
5043,6037,1,38.0,3,0,1,0,0,2667,0,7979,15:34:00.000,NaN,Day session,NaN
5044,6038,0,44.0,4,0,0,1,1,9153,0,8638,15:34:00.000,NaN,Day session,NaN
5045,6040,1,49.0,1,0,1,0,1,537,1,8391,08:42:00.000,Morning session,NaN,NaN
5046,6041,1,46.0,5,0,0,1,1,4089,1,9909,23:42:00.000,NaN,NaN,Evening session
5047,6042,0,6.0,5,0,1,0,0,8500,1,7075,08:42:00.000,Morning session,NaN,NaN
5048,6043,Не указан,72.0,4,0,1,0,1,8487,1,5809,21:00:00.000,NaN,NaN,Evening session
5049,6046,Не указан,20.0,5,0,1,0,1,338,1,1359,22:30:00.000,NaN,NaN,Evening session
5050,6047,1,59.0,3,0,1,0,1,2901,1,4552,22:15:00.000,NaN,NaN,Evening session
5051,6048,0,30.0,2,0,0,1,1,788,1,5299,21:00:00.000,NaN,NaN,Evening session
5052,6049,Не указан,10.0,4,0,0,1,0,4898,1,4707,08:42:00.000,Morning session,NaN,NaN
5053,6050,0,34.0,5,0,1,0,1,6393,1,630,15:30:00.000,NaN,Day session,NaN
5054,6051,Не указан,21.0,3,1,0,0,0,638,1,6959,15:34:00.000,NaN,Day session,NaN
5055,6052,0,58.0,2,0,1,0,0,5491,1,1187,07:00:00.000,Morning session,NaN,NaN
5056,6053,0,63.0,2,0,0,1,1,2292,0,7536,14:15:00.000,NaN,Day session,NaN
5057,6054,0,86.0,0,0,1,0,1,1901,1,6372,14:15:00.000,NaN,Day session,NaN
5058,6055,0,27.0,4,0,0,1,0,4217,0,1867,06:00:00.000,Morning session,NaN,NaN
5059,6056,Не указан,100.0,0,0,1,0,0,2141,0,9817,07:30:00.000,Morning session,NaN,NaN
5060,6057,0,68.0,0,0,1,0,0,6788,0,2604,22:30:00.000,NaN,NaN,Evening session
5061,6058,Не указан,36.0,1,0,1,0,0,1776,0,335,06:15:00.000,Morning session,NaN,NaN
5062,6059,1,100.0,2,0,1,0,1,714,0,9374,06:00:00.000,Morning session,NaN,NaN
5063,6060,Не указан,92.0,3,0,1,0,1,5376,1,8458,07:30:00.000,Morning session,NaN,NaN
5064,6061,1,83.0,2,0,1,0,1,9121,1,7686,23:42:00.000,NaN,NaN,Evening session
5065,6062,0,4.0,0,0,1,0,1,6202,0,3244,22:15:00.000,NaN,NaN,Evening session
5066,6063,0,93.0,0,0,1,0,1,3239,1,3590,15:34:00.000,NaN,Day session,NaN
5067,6064,1,90.0,3,1,0,0,0,6501,1,7120,14:15:00.000,NaN,Day session,NaN
5068,6065,0,68.0,2,0,0,1,1,3784,0,9328,23:42:00.000,NaN,NaN,Evening session
5069,6066,1,80.0,2,0,1,0,1,8876,1,8183,15:00:00.000,NaN,Day session,NaN
5070,6067,Не указан,29.0,3,0,1,0,1,4148,1,9182,22:15:00.000,NaN,NaN,Evening session
5071,6068,Не указан,100.0,2,0,1,0,0,412,1,6891,21:00:00.000,NaN,NaN,Evening session
5072,6069,1,76.0,0,1,0,0,0,4915,1,158,14:00:00.000,NaN,Day session,NaN
5073,6070,1,17.0,2,0,0,1,1,2986,1,8452,14:15:00.000,NaN,Day session,NaN
5074,6071,0,71.0,5,0,1,0,1,6236,1,950,15:00:00.000,NaN,Day session,NaN
5075,6072,1,89.0,0,0,1,0,1,6871,1,4741,06:00:00.000,Morning session,NaN,NaN
5076,6073,1,10.0,4,0,1,0,0,6170,1,9748,15:34:00.000,NaN,Day session,NaN
5077,6074,1,0.0,5,0,0,1,1,8116,1,5169,15:30:00.000,NaN,Day session,NaN
5078,6075,0,58.0,2,0,1,0,0,5449,0,4765,22:30:00.000,NaN,NaN,Evening session
5079,6076,Не указан,17.0,4,0,1,0,1,5380,1,9858,21:00:00.000,NaN,NaN,Evening session
5080,6078,1,68.0,4,0,1,0,0,7498,1,5523,06:15:00.000,Morning session,NaN,NaN
5081,6079,0,9.0,0,1,0,0,0,5750,1,7409,06:15:00.000,Morning session,NaN,NaN
5082,6080,0,55.0,2,0,1,0,0,4281,1,4308,21:00:00.000,NaN,NaN,Evening session
5083,6082,1,43.0,2,0,0,1,0,9392,1,5528,15:34:00.000,NaN,Day session,NaN
5084,6083,0,66.0,2,0,1,0,1,7363,1,6910,06:15:00.000,Morning session,NaN,NaN
5085,6084,0,78.0,3,0,1,0,1,8156,1,2746,06:00:00.000,Morning session,NaN,NaN
5086,6085,Не указан,14.0,1,0,1,0,0,6014,1,9643,22:15:00.000,NaN,NaN,Evening session
5087,6086,0,73.0,0,0,1,0,0,5407,0,6340,15:34:00.000,NaN,Day session,NaN
5088,6087,0,76.0,4,0,0,1,1,5668,0,8510,21:00:00.000,NaN,NaN,Evening session
5089,6088,0,80.0,2,0,1,0,0,5123,0,9478,15:30:00.000,NaN,Day session,NaN
5090,6089,Не указан,67.0,2,0,0,1,1,3789,1,9005,06:00:00.000,Morning session,NaN,NaN
5091,6090,Не указан,99.0,2,0,0,1,0,1118,1,6451,14:15:00.000,NaN,Day session,NaN
5092,6091,1,96.0,2,0,0,1,0,3383,1,3369,21:00:00.000,NaN,NaN,Evening session
5093,6092,Не указан,82.0,2,0,0,1,1,3812,0,4612,23:42:00.000,NaN,NaN,Evening session
